trade_number,direction,entry_time_utc,exit_time_utc,entry_price_usdt,exit_price_usdt,size_qty,size_value_usdt,net_pnl_usdt,return_pct,favorable_excursion_usdt,favorable_excursion_pct,adverse_excursion_usdt,adverse_excursion_pct,cumulative_pnl_usdt,cumulative_pnl_pct,duration_bars,entry_signal,exit_signal
32,short,2025-04-02T06:30:00Z,2025-04-02T09:00:00Z,2.332,2.3924,40.82,95.19224,-2.56,-2.69,0.63,0.67,-2.55,-2.68,-7.35,-7.35,5,Short,Regime Flat
33,short,2025-04-03T18:00:00Z,2025-04-03T22:00:00Z,2.2222,2.2512,41.69,92.643518,-1.3,-1.40,0.74,0.80,-1.66,-1.80,-8.65,-8.65,8,Short,Regime Flat
34,short,2025-04-06T14:00:00Z,2025-04-07T10:30:00Z,2.0904,1.8494,43.69,91.329576,10.44,11.43,16.25,17.78,-1.28,-1.40,1.79,1.79,41,Short,Regime Flat
35,long,2025-04-09T20:00:00Z,2025-04-10T08:30:00Z,2.2548,2.1421,45.14,101.781672,-5.19,-5.09,1.48,1.46,-6.7,-6.58,-3.39,-3.39,25,Long,Regime Flat
36,long,2025-04-11T07:00:00Z,2025-04-11T14:30:00Z,2.1989,2.1605,43.93,96.597677,-1.78,-1.84,1.75,1.81,-1.93,-2.00,-5.18,-5.18,15,Long,Regime Flat
37,long,2025-04-12T14:30:00Z,2025-04-13T05:00:00Z,2.3243,2.3581,40.79,94.808197,1.28,1.35,3.72,3.92,-2.22,-2.34,-3.89,-3.89,29,Long,Regime Flat
38,short,2025-04-15T02:30:00Z,2025-04-15T07:00:00Z,2.1767,2.1854,44.15,96.101305,-0.48,-0.50,0.49,0.51,-1.66,-1.73,-4.37,-4.37,9,Short,Regime Flat
39,short,2025-04-16T01:00:00Z,2025-04-16T09:00:00Z,2.0793,2.0939,45.98,95.606214,-0.77,-0.80,1.11,1.16,-1.66,-1.73,-5.14,-5.14,16,Short,Regime Flat
40,long,2025-04-21T06:30:00Z,2025-04-21T16:30:00Z,2.2446,2.2271,42.26,94.856796,-0.83,-0.88,1.65,1.74,-1.16,-1.23,-5.98,-5.98,20,Long,Regime Flat
41,long,2025-04-22T09:00:00Z,2025-04-23T15:30:00Z,2.3073,2.8823,40.75,94.022475,23.33,24.80,31.12,33.08,-0.46,-0.49,17.35,17.35,61,Long,Regime Flat
